matchId,tier_scraped_from,rank_scraped_from,did_meta_team_win
NA1_5300402247,EMERALD,EMERALD I,True
NA1_5300411384,BRONZE,BRONZE II,False
NA1_5300415612,IRON,IRON III,False
NA1_5300418592,BRONZE,BRONZE IV,True
NA1_5300420888,PLATINUM,PLATINUM II,False
NA1_5300437993,IRON,IRON III,False
NA1_5300445590,PLATINUM,PLATINUM II,False
NA1_5300455731,IRON,IRON III,False
NA1_5300462133,SILVER,SILVER IV,False
NA1_5300467958,IRON,IRON III,True
NA1_5300468303,BRONZE,BRONZE IV,True
NA1_5300474457,PLATINUM,PLATINUM II,True
NA1_5300476329,SILVER,SILVER IV,True
NA1_5300477679,GOLD,GOLD IV,False
NA1_5300490821,DIAMOND,DIAMOND II,False
NA1_5300491363,GOLD,GOLD I,True
NA1_5300492045,BRONZE,BRONZE IV,False
NA1_5300509245,BRONZE,BRONZE IV,True
NA1_5300517308,SILVER,SILVER IV,False
NA1_5300521753,DIAMOND,DIAMOND II,False
NA1_5300529903,IRON,IRON III,False
NA1_5300551432,SILVER,SILVER III,True
NA1_5300590546,SILVER,SILVER I,False
NA1_5300596077,SILVER,SILVER IV,True
NA1_5300604156,IRON,IRON I,True
NA1_5300619670,SILVER,SILVER IV,False
NA1_5300631704,SILVER,SILVER I,True
NA1_5300646100,IRON,IRON I,True
NA1_5300656691,SILVER,SILVER I,True
NA1_5300687014,SILVER,SILVER I,False
NA1_5300691778,SILVER,SILVER IV,True
NA1_5300692567,SILVER,SILVER I,True
NA1_5300717342,SILVER,SILVER IV,True
NA1_5300718852,SILVER,SILVER I,False
NA1_5300728800,BRONZE,BRONZE IV,False
NA1_5300737610,SILVER,SILVER IV,False
NA1_5300750819,DIAMOND,DIAMOND II,False
NA1_5300751751,SILVER,SILVER I,True
NA1_5300755938,SILVER,SILVER IV,True
NA1_5300769898,SILVER,SILVER I,False
NA1_5300809418,PLATINUM,PLATINUM II,True
NA1_5300910795,IRON,IRON III,True
NA1_5300918473,IRON,IRON III,False
NA1_5300936335,SILVER,SILVER I,True
NA1_5300944916,IRON,IRON IV,True
NA1_5300955928,SILVER,SILVER I,True
NA1_5300969419,IRON,IRON IV,False
NA1_5300992949,IRON,IRON III,False
NA1_5300994811,PLATINUM,PLATINUM II,True
NA1_5301005689,BRONZE,BRONZE IV,True
NA1_5301009466,BRONZE,BRONZE IV,False
NA1_5301120921,BRONZE,BRONZE I,False
NA1_5301123220,EMERALD,EMERALD I,True
NA1_5301143172,GOLD,GOLD III,False
NA1_5301153241,EMERALD,EMERALD I,False
NA1_5301164546,SILVER,SILVER I,False
NA1_5301164739,BRONZE,BRONZE IV,True
NA1_5301183223,EMERALD,EMERALD I,True
NA1_5301196184,PLATINUM,PLATINUM II,False
NA1_5301225264,PLATINUM,PLATINUM II,False
NA1_5301234820,DIAMOND,DIAMOND III,False
NA1_5301263468,DIAMOND,DIAMOND III,True
NA1_5301265729,EMERALD,EMERALD IV,True
NA1_5301291039,IRON,IRON I,False
NA1_5301291476,DIAMOND,DIAMOND III,True
NA1_5301295871,SILVER,SILVER IV,True
NA1_5301297537,GOLD,GOLD I,True
NA1_5301309726,DIAMOND,DIAMOND III,True
NA1_5301315829,IRON,IRON I,False
NA1_5301317786,SILVER,SILVER IV,True
NA1_5301323684,EMERALD,EMERALD IV,False
NA1_5301332576,GOLD,GOLD I,True
NA1_5301333952,IRON,IRON I,True
NA1_5301375224,PLATINUM,PLATINUM II,True
NA1_5301385939,SILVER,SILVER III,False
NA1_5301391994,PLATINUM,PLATINUM II,False
NA1_5301397033,SILVER,SILVER III,True
NA1_5301402522,SILVER,SILVER III,True
NA1_5301410318,SILVER,SILVER III,True
NA1_5301418222,SILVER,SILVER III,False
NA1_5301425899,IRON,IRON II,True
NA1_5301429732,GOLD,GOLD I,False
NA1_5301431766,IRON,IRON II,False
NA1_5301474789,BRONZE,BRONZE IV,False
NA1_5301510589,SILVER,SILVER II,True
NA1_5301520052,SILVER,SILVER III,False
NA1_5301530230,SILVER,SILVER II,True
NA1_5301540653,SILVER,SILVER II,False
NA1_5301542587,SILVER,SILVER III,True
NA1_5301552313,SILVER,SILVER II,True
NA1_5301580714,IRON,IRON IV,False
NA1_5301591140,BRONZE,BRONZE II,False
NA1_5301620992,PLATINUM,PLATINUM II,True
NA1_5301639649,GOLD,GOLD III,False
NA1_5301642741,PLATINUM,PLATINUM II,False
NA1_5301652664,GOLD,GOLD II,True
NA1_5301664898,GOLD,GOLD III,True
NA1_5301711094,IRON,IRON IV,True
NA1_5301730946,IRON,IRON IV,True
NA1_5301742010,GOLD,GOLD IV,True
NA1_5301779771,IRON,IRON I,True
NA1_5301799103,GOLD,GOLD II,True
NA1_5301812501,EMERALD,EMERALD I,True
NA1_5301834255,EMERALD,EMERALD I,True
NA1_5301847104,EMERALD,EMERALD IV,True
NA1_5301857578,GOLD,GOLD II,False
NA1_5301862528,EMERALD,EMERALD I,False
NA1_5301879622,IRON,IRON III,True
NA1_5301885045,EMERALD,EMERALD I,True
NA1_5301888428,SILVER,SILVER II,True
NA1_5301897562,IRON,IRON I,True
NA1_5301918122,EMERALD,EMERALD IV,True
NA1_5301923622,PLATINUM,PLATINUM II,False
NA1_5301939424,IRON,IRON IV,False
NA1_5301951165,PLATINUM,PLATINUM II,True
NA1_5301968472,IRON,IRON IV,True
NA1_5301979951,IRON,IRON IV,True
NA1_5301996678,SILVER,SILVER III,True
NA1_5302012021,BRONZE,BRONZE IV,True
NA1_5302070355,BRONZE,BRONZE IV,True
NA1_5302079264,BRONZE,BRONZE IV,False
NA1_5302093878,GOLD,GOLD I,False
NA1_5302173026,BRONZE,BRONZE II,True
NA1_5302190049,SILVER,SILVER III,False
NA1_5302195983,BRONZE,BRONZE II,False
NA1_5302201095,SILVER,SILVER III,False
NA1_5302217207,SILVER,SILVER III,False
NA1_5302225545,SILVER,SILVER III,False
NA1_5302228890,PLATINUM,PLATINUM II,True
NA1_5302238255,IRON,IRON I,False
NA1_5302238415,EMERALD,EMERALD I,True
NA1_5302243634,SILVER,SILVER III,False
NA1_5302246634,PLATINUM,PLATINUM II,False
NA1_5302251378,IRON,IRON I,False
NA1_5302254307,GOLD,GOLD IV,True
NA1_5302256396,EMERALD,EMERALD I,True
NA1_5302268873,SILVER,SILVER III,True
NA1_5302269034,EMERALD,EMERALD IV,True
NA1_5302277333,EMERALD,EMERALD I,False
NA1_5302280827,PLATINUM,PLATINUM II,False
NA1_5302284489,SILVER,SILVER III,True
NA1_5302303362,EMERALD,EMERALD I,False
NA1_5302310822,SILVER,SILVER III,True
NA1_5302326003,BRONZE,BRONZE IV,True
NA1_5302345391,SILVER,SILVER III,True
NA1_5302392595,PLATINUM,PLATINUM II,False
NA1_5302426269,BRONZE,BRONZE IV,False
NA1_5302443106,EMERALD,EMERALD IV,False
NA1_5302479190,PLATINUM,PLATINUM II,False
NA1_5302507081,PLATINUM,PLATINUM II,False
NA1_5302568984,SILVER,SILVER II,True
NA1_5302587896,SILVER,SILVER II,True
NA1_5302606756,SILVER,SILVER II,False
NA1_5302617045,SILVER,SILVER II,True
NA1_5302623208,SILVER,SILVER II,False
NA1_5302629442,SILVER,SILVER II,False
NA1_5302697924,PLATINUM,PLATINUM III,False
NA1_5302713258,EMERALD,EMERALD IV,False
NA1_5302714573,PLATINUM,PLATINUM III,False
NA1_5302731275,PLATINUM,PLATINUM III,True
NA1_5302739023,IRON,IRON IV,False
NA1_5302766418,GOLD,GOLD II,True
NA1_5302777238,IRON,IRON II,True
NA1_5302778851,GOLD,GOLD I,True
NA1_5302780345,PLATINUM,PLATINUM III,True
NA1_5302785326,GOLD,GOLD II,False
NA1_5302799425,IRON,IRON II,False
NA1_5302800775,GOLD,GOLD I,False
NA1_5302805722,PLATINUM,PLATINUM IV,False
NA1_5302807917,PLATINUM,PLATINUM III,False
NA1_5302820830,IRON,IRON II,True
NA1_5302827746,SILVER,SILVER IV,True
NA1_5302849756,PLATINUM,PLATINUM IV,False
NA1_5302868144,PLATINUM,PLATINUM IV,True
NA1_5302891015,PLATINUM,PLATINUM IV,False
NA1_5302901658,PLATINUM,PLATINUM IV,True
NA1_5302902914,GOLD,GOLD IV,True
NA1_5302917159,PLATINUM,PLATINUM II,False
NA1_5302932726,PLATINUM,PLATINUM II,True
NA1_5302934780,PLATINUM,PLATINUM IV,False
NA1_5302959887,PLATINUM,PLATINUM IV,False
NA1_5302997069,PLATINUM,PLATINUM II,False
NA1_5303027484,GOLD,GOLD II,True
NA1_5303060881,GOLD,GOLD II,False
NA1_5303085720,GOLD,GOLD II,False
NA1_5303134751,PLATINUM,PLATINUM II,False
NA1_5303160715,GOLD,GOLD II,False
NA1_5303235712,PLATINUM,PLATINUM II,False
NA1_5303235843,GOLD,GOLD III,False
NA1_5303263543,SILVER,SILVER IV,True
NA1_5303268268,SILVER,SILVER IV,True
NA1_5303276855,SILVER,SILVER IV,True
NA1_5303344928,GOLD,GOLD II,False
NA1_5303360311,PLATINUM,PLATINUM III,False
NA1_5303361681,PLATINUM,PLATINUM IV,False
NA1_5303361930,IRON,IRON II,False
NA1_5303365253,SILVER,SILVER IV,True
NA1_5303372701,PLATINUM,PLATINUM III,True
NA1_5303372810,BRONZE,BRONZE II,True
NA1_5303375769,IRON,IRON II,True
NA1_5303380496,BRONZE,BRONZE II,True
NA1_5303383718,PLATINUM,PLATINUM IV,False
NA1_5303395768,IRON,IRON II,True
NA1_5303395995,BRONZE,BRONZE IV,False
NA1_5303400105,PLATINUM,PLATINUM III,False
NA1_5303401168,SILVER,SILVER IV,True
NA1_5303412126,BRONZE,BRONZE IV,True
NA1_5303415612,PLATINUM,PLATINUM III,False
NA1_5303422585,BRONZE,BRONZE IV,True
NA1_5303424748,SILVER,SILVER IV,False
NA1_5303440975,BRONZE,BRONZE III,True
NA1_5303447826,PLATINUM,PLATINUM III,False
NA1_5303451123,SILVER,SILVER IV,False
NA1_5303461301,SILVER,SILVER IV,False
NA1_5303462336,BRONZE,BRONZE II,False
NA1_5303463103,PLATINUM,PLATINUM III,False
NA1_5303488179,EMERALD,EMERALD II,True
NA1_5303502759,EMERALD,EMERALD I,False
NA1_5303529807,IRON,IRON IV,False
NA1_5303566540,BRONZE,BRONZE I,False
NA1_5303601661,BRONZE,BRONZE I,True
NA1_5303632403,BRONZE,BRONZE I,False
NA1_5303645313,PLATINUM,PLATINUM II,False
NA1_5303674467,PLATINUM,PLATINUM II,True
NA1_5303675723,BRONZE,BRONZE IV,False
NA1_5303704855,BRONZE,BRONZE IV,False
NA1_5303712284,GOLD,GOLD II,True
NA1_5303721781,GOLD,GOLD II,False
NA1_5303753102,GOLD,GOLD II,False
NA1_5303754930,IRON,IRON I,True
NA1_5303780218,IRON,IRON I,True
NA1_5303782853,PLATINUM,PLATINUM II,True
NA1_5303786169,EMERALD,EMERALD IV,True
NA1_5303835214,GOLD,GOLD II,False
NA1_5303843866,SILVER,SILVER IV,False
NA1_5303854721,GOLD,GOLD II,True
NA1_5303860324,SILVER,SILVER II,True
NA1_5303865407,SILVER,SILVER II,True
NA1_5303880748,GOLD,GOLD II,True
NA1_5303886188,SILVER,SILVER II,False
NA1_5303897458,SILVER,SILVER II,False
NA1_5303908374,SILVER,SILVER II,True
NA1_5303916134,SILVER,SILVER II,False
NA1_5304012306,BRONZE,BRONZE IV,True
NA1_5304028238,GOLD,GOLD II,True
NA1_5304054556,BRONZE,BRONZE IV,True
NA1_5304248510,SILVER,SILVER III,False
NA1_5304268705,SILVER,SILVER II,True
NA1_5304282790,EMERALD,EMERALD IV,False
NA1_5304284391,GOLD,GOLD II,True
NA1_5304296985,SILVER,SILVER II,False
NA1_5304344461,IRON,IRON I,False
NA1_5304360367,BRONZE,BRONZE IV,True
NA1_5304371438,GOLD,GOLD III,True
NA1_5304382111,IRON,IRON I,True
NA1_5304383450,PLATINUM,PLATINUM II,True
NA1_5304396497,GOLD,GOLD III,True
NA1_5304397630,PLATINUM,PLATINUM II,True
NA1_5304404194,IRON,IRON IV,False
NA1_5304420835,IRON,IRON I,False
NA1_5304426358,IRON,IRON IV,False
NA1_5304428516,GOLD,GOLD III,True
NA1_5304435955,BRONZE,BRONZE II,True
NA1_5304440853,IRON,IRON I,False
NA1_5304496413,IRON,IRON IV,True
NA1_5304508762,IRON,IRON IV,True
NA1_5304523648,BRONZE,BRONZE I,True
NA1_5304532945,BRONZE,BRONZE I,True
NA1_5304536132,BRONZE,BRONZE I,False
NA1_5304571054,PLATINUM,PLATINUM III,True
NA1_5304582356,PLATINUM,PLATINUM III,False
NA1_5304593384,PLATINUM,PLATINUM III,True
NA1_5304602647,BRONZE,BRONZE I,True
NA1_5304606396,BRONZE,BRONZE IV,False
NA1_5304625781,BRONZE,BRONZE I,False
NA1_5304636996,IRON,IRON IV,True
NA1_5304645052,IRON,IRON IV,True
NA1_5304662919,IRON,IRON IV,True
NA1_5304668917,SILVER,SILVER I,True
NA1_5304685533,PLATINUM,PLATINUM III,False
NA1_5304704879,BRONZE,BRONZE I,False
NA1_5304738801,SILVER,SILVER III,False
NA1_5304739777,DIAMOND,DIAMOND IV,True
NA1_5304742910,PLATINUM,PLATINUM II,True
NA1_5304752715,SILVER,SILVER III,True
NA1_5304761150,BRONZE,BRONZE IV,True
NA1_5304800362,SILVER,SILVER II,True
NA1_5304819113,PLATINUM,PLATINUM II,True
NA1_5304819711,PLATINUM,PLATINUM II,False
NA1_5304827397,DIAMOND,DIAMOND II,False
NA1_5304841593,PLATINUM,PLATINUM II,True
NA1_5304842267,BRONZE,BRONZE III,True
NA1_5304849879,DIAMOND,DIAMOND II,False
NA1_5304858065,PLATINUM,PLATINUM II,True
NA1_5304873939,EMERALD,EMERALD IV,True
NA1_5304882269,IRON,IRON IV,True
NA1_5304894035,BRONZE,BRONZE II,True
NA1_5304902251,IRON,IRON IV,True
NA1_5304904365,BRONZE,BRONZE IV,True
NA1_5304906522,DIAMOND,DIAMOND II,True
NA1_5304937949,EMERALD,EMERALD II,False
NA1_5304957367,PLATINUM,PLATINUM III,False
NA1_5304959687,BRONZE,BRONZE IV,True
NA1_5304968175,EMERALD,EMERALD II,True
NA1_5304981851,SILVER,SILVER IV,False
NA1_5304990954,EMERALD,EMERALD II,False
NA1_5305016843,EMERALD,EMERALD II,False
NA1_5305032131,BRONZE,BRONZE II,True
NA1_5305048864,GOLD,GOLD II,False
NA1_5305062476,GOLD,GOLD II,True
NA1_5305070970,BRONZE,BRONZE II,False
NA1_5305159677,DIAMOND,DIAMOND II,True
NA1_5305172450,BRONZE,BRONZE IV,False
NA1_5305183260,BRONZE,BRONZE IV,False
NA1_5305188269,EMERALD,EMERALD IV,True
NA1_5305198446,DIAMOND,DIAMOND II,True
NA1_5305234248,EMERALD,EMERALD IV,False
NA1_5305242465,SILVER,SILVER II,True
NA1_5305251981,EMERALD,EMERALD IV,False
NA1_5305255010,SILVER,SILVER II,True
NA1_5305255117,PLATINUM,PLATINUM II,False
NA1_5305277059,EMERALD,EMERALD III,False
NA1_5305310777,IRON,IRON IV,False
NA1_5305334342,IRON,IRON IV,False
NA1_5305338437,DIAMOND,DIAMOND II,False
NA1_5305363305,IRON,IRON IV,False
NA1_5305370632,BRONZE,BRONZE IV,False
NA1_5305381141,BRONZE,BRONZE IV,True
NA1_5305399190,BRONZE,BRONZE IV,True
NA1_5305437882,EMERALD,EMERALD I,True
NA1_5305462647,EMERALD,EMERALD I,False
NA1_5305508248,GOLD,GOLD III,True
NA1_5305515380,DIAMOND,DIAMOND II,True
NA1_5305537837,DIAMOND,DIAMOND II,True
NA1_5305554090,GOLD,GOLD III,True
NA1_5305568973,DIAMOND,DIAMOND II,True
NA1_5305588054,DIAMOND,DIAMOND II,True
NA1_5305613473,BRONZE,BRONZE IV,True
NA1_5305623777,DIAMOND,DIAMOND II,True
NA1_5305626613,GOLD,GOLD III,True
NA1_5305636724,DIAMOND,DIAMOND II,False
NA1_5305645034,BRONZE,BRONZE IV,False
NA1_5305663048,DIAMOND,DIAMOND II,False
NA1_5305672023,SILVER,SILVER II,False
NA1_5305682300,DIAMOND,DIAMOND II,True
NA1_5305708259,GOLD,GOLD III,True
NA1_5305722918,GOLD,GOLD I,False
NA1_5305769992,DIAMOND,DIAMOND II,True
NA1_5305777945,DIAMOND,DIAMOND II,True
NA1_5305783670,DIAMOND,DIAMOND II,False
NA1_5305787710,DIAMOND,DIAMOND II,True
NA1_5305799434,DIAMOND,DIAMOND II,True
NA1_5305843034,IRON,IRON IV,True
NA1_5305849623,IRON,IRON IV,False
NA1_5305865366,SILVER,SILVER II,True
NA1_5305869857,SILVER,SILVER II,False
NA1_5305877910,GOLD,GOLD I,False
NA1_5305902138,PLATINUM,PLATINUM II,False
NA1_5305921809,BRONZE,BRONZE II,False
NA1_5305977131,PLATINUM,PLATINUM II,False
NA1_5305987709,BRONZE,BRONZE II,False
NA1_5306004901,GOLD,GOLD I,True
NA1_5306008667,BRONZE,BRONZE IV,True
NA1_5306022440,GOLD,GOLD I,True
NA1_5306041374,DIAMOND,DIAMOND II,True
NA1_5306051432,IRON,IRON IV,False
NA1_5306064974,BRONZE,BRONZE II,False
NA1_5306075493,IRON,IRON IV,True
NA1_5306098749,BRONZE,BRONZE II,False
NA1_5306102605,BRONZE,BRONZE IV,False
NA1_5306110022,SILVER,SILVER I,True
NA1_5306123967,DIAMOND,DIAMOND III,True
NA1_5306156143,DIAMOND,DIAMOND III,False
NA1_5306167200,BRONZE,BRONZE IV,False
NA1_5306189356,DIAMOND,DIAMOND III,False
NA1_5306191910,PLATINUM,PLATINUM I,False
NA1_5306208297,DIAMOND,DIAMOND III,False
NA1_5306243553,DIAMOND,DIAMOND III,False
NA1_5306248067,BRONZE,BRONZE II,True
NA1_5306294148,IRON,IRON IV,True
NA1_5306305648,SILVER,SILVER III,True
NA1_5306353606,EMERALD,EMERALD I,False
NA1_5306398420,DIAMOND,DIAMOND II,False
NA1_5306404294,DIAMOND,DIAMOND II,False
NA1_5306412266,DIAMOND,DIAMOND II,True
NA1_5306420791,DIAMOND,DIAMOND II,True
NA1_5306516156,DIAMOND,DIAMOND III,True
NA1_5306558177,BRONZE,BRONZE IV,True
NA1_5306596645,SILVER,SILVER III,False
NA1_5306603222,BRONZE,BRONZE II,True
NA1_5306605850,DIAMOND,DIAMOND II,False
NA1_5306615586,SILVER,SILVER III,True
NA1_5306621540,BRONZE,BRONZE III,True
NA1_5306623245,DIAMOND,DIAMOND II,True
NA1_5306624494,BRONZE,BRONZE II,False
NA1_5306652010,IRON,IRON II,True
NA1_5306670014,EMERALD,EMERALD I,False
NA1_5306693109,EMERALD,EMERALD I,True
NA1_5306702954,BRONZE,BRONZE II,True
NA1_5306703104,SILVER,SILVER I,True
NA1_5306709090,IRON,IRON IV,True
NA1_5306722790,EMERALD,EMERALD I,True
NA1_5306733413,BRONZE,BRONZE II,True
NA1_5306745018,SILVER,SILVER I,True
NA1_5306745689,EMERALD,EMERALD I,False
NA1_5306784704,BRONZE,BRONZE IV,True
NA1_5306806867,PLATINUM,PLATINUM I,True
NA1_5306833745,IRON,IRON I,True
NA1_5306860040,BRONZE,BRONZE II,True
NA1_5306874577,BRONZE,BRONZE II,True
NA1_5306904600,SILVER,SILVER IV,False
NA1_5306905138,EMERALD,EMERALD III,True
NA1_5306912140,BRONZE,BRONZE II,False
NA1_5306912140,IRON,IRON IV,False
NA1_5306927755,GOLD,GOLD I,True
NA1_5306940549,GOLD,GOLD I,False
NA1_5306946319,BRONZE,BRONZE IV,False
NA1_5306959469,BRONZE,BRONZE IV,True
NA1_5306962003,IRON,IRON IV,False
NA1_5306967766,BRONZE,BRONZE IV,False
NA1_5306979708,BRONZE,BRONZE IV,True
NA1_5306990594,BRONZE,BRONZE IV,False
NA1_5307003144,BRONZE,BRONZE IV,True
NA1_5307045325,SILVER,SILVER I,True
NA1_5307052830,DIAMOND,DIAMOND II,False
NA1_5307065100,IRON,IRON IV,False
NA1_5307082891,PLATINUM,PLATINUM IV,False
NA1_5307084645,DIAMOND,DIAMOND II,False
NA1_5307096062,EMERALD,EMERALD I,False
NA1_5307098846,PLATINUM,PLATINUM IV,False
NA1_5307111753,DIAMOND,DIAMOND II,False
NA1_5307113390,PLATINUM,PLATINUM IV,True
NA1_5307114948,SILVER,SILVER II,True
NA1_5307119402,DIAMOND,DIAMOND II,True
NA1_5307134254,BRONZE,BRONZE IV,False
NA1_5307146733,PLATINUM,PLATINUM IV,True
NA1_5307154251,DIAMOND,DIAMOND II,False
NA1_5307163301,EMERALD,EMERALD I,True
NA1_5307166549,DIAMOND,DIAMOND II,True
NA1_5307170851,PLATINUM,PLATINUM IV,False
NA1_5307187361,EMERALD,EMERALD I,True
NA1_5307188018,DIAMOND,DIAMOND II,True
NA1_5307206755,DIAMOND,DIAMOND II,False
NA1_5307233351,IRON,IRON II,False
NA1_5307248547,SILVER,SILVER I,True
NA1_5307272347,EMERALD,EMERALD IV,False
NA1_5307274988,GOLD,GOLD III,False
NA1_5307284519,EMERALD,EMERALD I,True
NA1_5307290739,DIAMOND,DIAMOND II,False
NA1_5307291733,GOLD,GOLD III,True
NA1_5307303836,EMERALD,EMERALD I,False
NA1_5307307518,DIAMOND,DIAMOND II,False
NA1_5307318396,EMERALD,EMERALD I,False
NA1_5307333312,DIAMOND,DIAMOND II,True
NA1_5307335495,IRON,IRON IV,False
NA1_5307343946,BRONZE,BRONZE II,True
NA1_5307356339,DIAMOND,DIAMOND II,False
NA1_5307365559,IRON,IRON II,True
NA1_5307379429,DIAMOND,DIAMOND II,True
NA1_5307425962,EMERALD,EMERALD III,True
NA1_5307453003,SILVER,SILVER IV,False
NA1_5307453622,EMERALD,EMERALD III,True
NA1_5307468733,SILVER,SILVER IV,True
NA1_5307480486,EMERALD,EMERALD III,True
NA1_5307482817,SILVER,SILVER IV,False
NA1_5307503685,PLATINUM,PLATINUM IV,True
NA1_5307507992,EMERALD,EMERALD III,True
NA1_5307510310,IRON,IRON I,True
NA1_5307513401,BRONZE,BRONZE IV,True
NA1_5307515995,EMERALD,EMERALD I,True
NA1_5307518832,IRON,IRON IV,True
NA1_5307538388,IRON,IRON I,True
NA1_5307563242,PLATINUM,PLATINUM I,False
NA1_5307571875,PLATINUM,PLATINUM II,True
NA1_5307572916,PLATINUM,PLATINUM II,False
NA1_5307594036,PLATINUM,PLATINUM II,True
NA1_5307608720,PLATINUM,PLATINUM II,True
NA1_5307625094,PLATINUM,PLATINUM II,True
NA1_5307633555,PLATINUM,PLATINUM II,False
NA1_5307646929,GOLD,GOLD III,True
NA1_5307655798,GOLD,GOLD III,False
NA1_5307662066,GOLD,GOLD III,False
NA1_5307667577,PLATINUM,PLATINUM IV,True
NA1_5307692001,SILVER,SILVER I,False
NA1_5307698389,SILVER,SILVER I,False
NA1_5307704515,PLATINUM,PLATINUM IV,True
NA1_5307712619,PLATINUM,PLATINUM IV,True
NA1_5307726116,SILVER,SILVER I,True
NA1_5307735518,DIAMOND,DIAMOND II,True
NA1_5307736719,PLATINUM,PLATINUM IV,False
NA1_5307739082,SILVER,SILVER I,False
NA1_5307743416,IRON,IRON III,True
NA1_5307748100,IRON,IRON IV,False
NA1_5307757758,PLATINUM,PLATINUM IV,True
NA1_5307769908,PLATINUM,PLATINUM IV,True
NA1_5307785625,BRONZE,BRONZE I,True
NA1_5307787705,PLATINUM,PLATINUM IV,True
NA1_5307826675,PLATINUM,PLATINUM IV,True
NA1_5307837534,SILVER,SILVER I,True
NA1_5307850177,PLATINUM,PLATINUM IV,True
NA1_5307872398,BRONZE,BRONZE II,False
NA1_5307882406,BRONZE,BRONZE II,False
NA1_5307894078,BRONZE,BRONZE II,True
NA1_5307897495,DIAMOND,DIAMOND II,True
NA1_5307913147,DIAMOND,DIAMOND II,True
NA1_5307921050,GOLD,GOLD III,False
NA1_5307938956,BRONZE,BRONZE II,False
NA1_5307963249,DIAMOND,DIAMOND II,True
NA1_5307977985,BRONZE,BRONZE II,True
NA1_5307987811,DIAMOND,DIAMOND II,True
NA1_5308002026,BRONZE,BRONZE IV,True
NA1_5308005193,IRON,IRON I,False
NA1_5308009936,BRONZE,BRONZE II,False
NA1_5308033701,IRON,IRON I,False
NA1_5308113710,BRONZE,BRONZE II,True
NA1_5308148655,BRONZE,BRONZE II,True
NA1_5308163302,SILVER,SILVER I,True
NA1_5308185630,SILVER,SILVER I,False
NA1_5308187577,IRON,IRON IV,True
NA1_5308193860,PLATINUM,PLATINUM II,True
NA1_5308202071,PLATINUM,PLATINUM I,True
NA1_5308207386,SILVER,SILVER I,False
NA1_5308275070,GOLD,GOLD I,False
NA1_5308289074,GOLD,GOLD I,True
NA1_5308308851,DIAMOND,DIAMOND II,False
NA1_5308313399,DIAMOND,DIAMOND II,False
NA1_5308318391,DIAMOND,DIAMOND II,False
NA1_5308343264,SILVER,SILVER IV,False
NA1_5308357126,BRONZE,BRONZE IV,False
NA1_5308364861,IRON,IRON II,False
NA1_5308369819,GOLD,GOLD II,False
NA1_5308374838,PLATINUM,PLATINUM I,True
NA1_5308415341,PLATINUM,PLATINUM II,False
NA1_5308426540,PLATINUM,PLATINUM II,True
NA1_5308429022,PLATINUM,PLATINUM III,True
NA1_5308447018,PLATINUM,PLATINUM III,True
NA1_5308461257,PLATINUM,PLATINUM III,False
NA1_5308472848,GOLD,GOLD I,True
NA1_5308501469,DIAMOND,DIAMOND IV,False
NA1_5308501580,BRONZE,BRONZE IV,False
NA1_5308505546,DIAMOND,DIAMOND IV,False
NA1_5308506789,SILVER,SILVER IV,False
NA1_5308520793,DIAMOND,DIAMOND IV,False
NA1_5308526829,SILVER,SILVER III,True
NA1_5308537278,GOLD,GOLD II,True
NA1_5308555899,EMERALD,EMERALD II,True
NA1_5308561108,GOLD,GOLD II,True
NA1_5308587587,SILVER,SILVER I,False
NA1_5308618744,BRONZE,BRONZE II,True
NA1_5308636304,SILVER,SILVER I,False
NA1_5308647111,SILVER,SILVER I,False
NA1_5308657652,BRONZE,BRONZE II,True
NA1_5308670426,DIAMOND,DIAMOND I,True
NA1_5308680274,IRON,IRON II,False
NA1_5308693082,SILVER,SILVER I,True
NA1_5308702333,PLATINUM,PLATINUM II,False
NA1_5308708754,IRON,IRON II,True
NA1_5308712879,GOLD,GOLD I,True
NA1_5308714102,SILVER,SILVER IV,False
NA1_5308715325,SILVER,SILVER I,False
NA1_5308721536,BRONZE,BRONZE II,True
NA1_5308733384,PLATINUM,PLATINUM II,False
NA1_5308733923,BRONZE,BRONZE IV,True
NA1_5308753471,BRONZE,BRONZE II,True
NA1_5308757204,GOLD,GOLD I,False
NA1_5308760786,BRONZE,BRONZE IV,True
NA1_5308789474,GOLD,GOLD I,True
NA1_5308814186,PLATINUM,PLATINUM I,True
NA1_5308815267,GOLD,GOLD I,True
NA1_5308828977,IRON,IRON I,True
NA1_5308832731,PLATINUM,PLATINUM I,True
NA1_5308836682,GOLD,GOLD I,False
NA1_5308842874,IRON,IRON I,True
NA1_5308853196,SILVER,SILVER IV,True
NA1_5308863142,GOLD,GOLD I,True
NA1_5308865462,GOLD,GOLD I,True
NA1_5308871022,DIAMOND,DIAMOND I,False
NA1_5308878479,GOLD,GOLD III,False
NA1_5308880835,EMERALD,EMERALD II,True
NA1_5308881570,GOLD,GOLD I,False
NA1_5308893954,SILVER,SILVER III,False
NA1_5308894596,GOLD,GOLD III,False
NA1_5308894833,EMERALD,EMERALD II,True
NA1_5308899747,GOLD,GOLD I,False
NA1_5308972237,BRONZE,BRONZE I,True
NA1_5308980887,BRONZE,BRONZE I,True
NA1_5308986389,GOLD,GOLD III,True
NA1_5309016634,IRON,IRON IV,False
NA1_5309016986,PLATINUM,PLATINUM I,False
NA1_5309021893,SILVER,SILVER I,False
